Município;UF;TOM;Unidade Local;Delegacia;Região Fiscal;Estado;Pais
MURICI DOS PORTELAS;PI;0354;RFB;RFB;03ª RF;PI;Brasil
NAZARE DO PIAUI;PI;1133;RFB;RFB;03ª RF;PI;Brasil
NAZARIA;PI;1180;RFB;RFB;03ª RF;PI;Brasil
NOSSA SENHORA DE NAZARE;PI;0356;RFB;RFB;03ª RF;PI;Brasil
NOSSA SENHORA DOS REMEDIOS;PI;1135;RFB;RFB;03ª RF;PI;Brasil
NOVA SANTA RITA;PI;0370;RFB;RFB;03ª RF;PI;Brasil
NOVO ORIENTE DO PIAUI;PI;1137;RFB;RFB;03ª RF;PI;Brasil
NOVO SANTO ANTONIO;PI;0358;RFB;RFB;03ª RF;PI;Brasil
OEIRAS;PI;1139;RFB;RFB;03ª RF;PI;Brasil
OLHO D'AGUA DO PIAUI;PI;0360;RFB;RFB;03ª RF;PI;Brasil
PADRE MARCOS;PI;1143;RFB;RFB;03ª RF;PI;Brasil
PAES LANDIM;PI;1145;RFB;RFB;03ª RF;PI;Brasil
PAJEU DO PIAUI;PI;0362;RFB;RFB;03ª RF;PI;Brasil
PALMEIRA DO PIAUI;PI;1147;RFB;RFB;03ª RF;PI;Brasil
PALMEIRAIS;PI;1149;RFB;RFB;03ª RF;PI;Brasil
PAQUETA;PI;0364;RFB;RFB;03ª RF;PI;Brasil
PARNAGUA;PI;1151;RFB;RFB;03ª RF;PI;Brasil
PARNAIBA;PI;1153;RFB;RFB;03ª RF;PI;Brasil
PASSAGEM FRANCA DO PIAUI;PI;1293;RFB;RFB;03ª RF;PI;Brasil
PATOS DO PIAUI;PI;2277;RFB;RFB;03ª RF;PI;Brasil
PAU D'ARCO DO PIAUI;PI;1104;RFB;RFB;03ª RF;PI;Brasil
PAULISTANA;PI;1155;RFB;RFB;03ª RF;PI;Brasil
PAVUSSU;PI;0366;RFB;RFB;03ª RF;PI;Brasil
PEDRO II;PI;1157;RFB;RFB;03ª RF;PI;Brasil
PEDRO LAURENTINO;PI;0368;RFB;RFB;03ª RF;PI;Brasil
PICOS;PI;1159;RFB;RFB;03ª RF;PI;Brasil
PIMENTEIRAS;PI;1161;RFB;RFB;03ª RF;PI;Brasil
PIO IX;PI;1163;RFB;RFB;03ª RF;PI;Brasil
PIRACURUCA;PI;1165;RFB;RFB;03ª RF;PI;Brasil
PIRIPIRI;PI;1167;RFB;RFB;03ª RF;PI;Brasil
PORTO;PI;1169;RFB;RFB;03ª RF;PI;Brasil
PORTO ALEGRE DO PIAUI;PI;0372;RFB;RFB;03ª RF;PI;Brasil
PRATA DO PIAUI;PI;1171;RFB;RFB;03ª RF;PI;Brasil
QUEIMADA NOVA;PI;2279;RFB;RFB;03ª RF;PI;Brasil
REDENCAO DO GURGUEIA;PI;1173;RFB;RFB;03ª RF;PI;Brasil
REGENERACAO;PI;1175;RFB;RFB;03ª RF;PI;Brasil
RIACHO FRIO;PI;0374;RFB;RFB;03ª RF;PI;Brasil
RIBEIRA DO PIAUI;PI;0376;RFB;RFB;03ª RF;PI;Brasil
RIBEIRO GONCALVES;PI;1177;RFB;RFB;03ª RF;PI;Brasil
RIO GRANDE DO PIAUI;PI;1179;RFB;RFB;03ª RF;PI;Brasil
SANTA CRUZ DO PIAUI;PI;1181;RFB;RFB;03ª RF;PI;Brasil
SANTA CRUZ DOS MILAGRES;PI;1295;RFB;RFB;03ª RF;PI;Brasil
SANTA FILOMENA;PI;1183;RFB;RFB;03ª RF;PI;Brasil
SANTA LUZ;PI;1185;RFB;RFB;03ª RF;PI;Brasil
SANTA ROSA DO PIAUI;PI;2261;RFB;RFB;03ª RF;PI;Brasil
SANTANA DO PIAUI;PI;2281;RFB;RFB;03ª RF;PI;Brasil
SANTO ANTONIO DE LISBOA;PI;1187;RFB;RFB;03ª RF;PI;Brasil
SANTO ANTONIO DOS MILAGRES;PI;0378;RFB;RFB;03ª RF;PI;Brasil
SANTO INACIO DO PIAUI;PI;1189;RFB;RFB;03ª RF;PI;Brasil
SEBASTIAO BARROS;PI;0396;RFB;RFB;03ª RF;PI;Brasil
SEBASTIAO LEAL;PI;0398;RFB;RFB;03ª RF;PI;Brasil
SIGEFREDO PACHECO;PI;1379;RFB;RFB;03ª RF;PI;Brasil
SIMPLICIO MENDES;PI;1215;RFB;RFB;03ª RF;PI;Brasil
SIMOES;PI;1213;RFB;RFB;03ª RF;PI;Brasil
SOCORRO DO PIAUI;PI;1217;RFB;RFB;03ª RF;PI;Brasil
SUSSUAPARA;PI;0400;RFB;RFB;03ª RF;PI;Brasil
SAO BRAZ DO PIAUI;PI;2263;RFB;RFB;03ª RF;PI;Brasil
SAO FRANCISCO DE ASSIS DO PIAUI;PI;0380;RFB;RFB;03ª RF;PI;Brasil
SAO FRANCISCO DO PIAUI;PI;1193;RFB;RFB;03ª RF;PI;Brasil
SAO FELIX DO PIAUI;PI;1191;RFB;RFB;03ª RF;PI;Brasil
SAO GONCALO DO GURGUEIA;PI;0382;RFB;RFB;03ª RF;PI;Brasil
SAO GONCALO DO PIAUI;PI;1195;RFB;RFB;03ª RF;PI;Brasil
SAO JOSE DO DIVINO;PI;2285;RFB;RFB;03ª RF;PI;Brasil
SAO JOSE DO PEIXE;PI;1201;RFB;RFB;03ª RF;PI;Brasil
SAO JOSE DO PIAUI;PI;1203;RFB;RFB;03ª RF;PI;Brasil
SAO JOAO DA CANABRAVA;PI;1291;RFB;RFB;03ª RF;PI;Brasil
SAO JOAO DA FRONTEIRA;PI;0384;RFB;RFB;03ª RF;PI;Brasil
SAO JOAO DA SERRA;PI;1197;RFB;RFB;03ª RF;PI;Brasil
SAO JOAO DA VARJOTA;PI;0386;RFB;RFB;03ª RF;PI;Brasil
SAO JOAO DO ARRAIAL;PI;0388;RFB;RFB;03ª RF;PI;Brasil
SAO JOAO DO PIAUI;PI;1199;RFB;RFB;03ª RF;PI;Brasil
SAO JULIAO;PI;1205;RFB;RFB;03ª RF;PI;Brasil
SAO LOURENCO DO PIAUI;PI;2265;RFB;RFB;03ª RF;PI;Brasil
SAO LUIS DO PIAUI;PI;0390;RFB;RFB;03ª RF;PI;Brasil
SAO MIGUEL DA BAIXA GRANDE;PI;0392;RFB;RFB;03ª RF;PI;Brasil
SAO MIGUEL DO FIDALGO;PI;0394;RFB;RFB;03ª RF;PI;Brasil
SAO MIGUEL DO TAPUIO;PI;1207;RFB;RFB;03ª RF;PI;Brasil
SAO PEDRO DO PIAUI;PI;1209;RFB;RFB;03ª RF;PI;Brasil
SAO RAIMUNDO NONATO;PI;1211;RFB;RFB;03ª RF;PI;Brasil
TAMBORIL DO PIAUI;PI;0402;RFB;RFB;03ª RF;PI;Brasil
TANQUE DO PIAUI;PI;0404;RFB;RFB;03ª RF;PI;Brasil
TERESINA;PI;1219;RFB;RFB;03ª RF;PI;Brasil
UNIAO;PI;1221;RFB;RFB;03ª RF;PI;Brasil
URUCUI;PI;1223;RFB;RFB;03ª RF;PI;Brasil
VALENCA DO PIAUI;PI;1225;RFB;RFB;03ª RF;PI;Brasil
VERA MENDES;PI;0406;RFB;RFB;03ª RF;PI;Brasil
VILA NOVA DO PIAUI;PI;0408;RFB;RFB;03ª RF;PI;Brasil
VARZEA BRANCA;PI;2267;RFB;RFB;03ª RF;PI;Brasil
VARZEA GRANDE;PI;1227;RFB;RFB;03ª RF;PI;Brasil
WALL FERRAZ;PI;0410;RFB;RFB;03ª RF;PI;Brasil
AGUA BRANCA;PI;1003;RFB;RFB;03ª RF;PI;Brasil
ABREU E LIMA;PE;2631;RFB;RFB;04ª RF;PE;Brasil
AFOGADOS DA INGAZEIRA;PE;2301;RFB;RFB;04ª RF;PE;Brasil
AFRANIO;PE;2303;RFB;RFB;04ª RF;PE;Brasil
AGRESTINA;PE;2305;RFB;RFB;04ª RF;PE;Brasil
ALAGOINHA;PE;2311;RFB;RFB;04ª RF;PE;Brasil
ALIANCA;PE;2313;RFB;RFB;04ª RF;PE;Brasil
ALTINHO;PE;2315;RFB;RFB;04ª RF;PE;Brasil
AMARAJI;PE;2317;RFB;RFB;04ª RF;PE;Brasil
ANGELIM;PE;2319;RFB;RFB;04ª RF;PE;Brasil
ARARIPINA;PE;2321;RFB;RFB;04ª RF;PE;Brasil
ARACOIABA;PE;0544;RFB;RFB;04ª RF;PE;Brasil
ARCOVERDE;PE;2323;RFB;RFB;04ª RF;PE;Brasil
BARRA DE GUABIRABA;PE;2325;RFB;RFB;04ª RF;PE;Brasil
BARREIROS;PE;2327;RFB;RFB;04ª RF;PE;Brasil
BELO JARDIM;PE;2333;RFB;RFB;04ª RF;PE;Brasil
BELEM DE MARIA;PE;2329;RFB;RFB;04ª RF;PE;Brasil
BELEM DE SAO FRANCISCO;PE;2331;RFB;RFB;04ª RF;PE;Brasil
BETANIA;PE;2335;RFB;RFB;04ª RF;PE;Brasil
BEZERROS;PE;2337;RFB;RFB;04ª RF;PE;Brasil
BODOCO;PE;2339;RFB;RFB;04ª RF;PE;Brasil
BOM CONSELHO;PE;2341;RFB;RFB;04ª RF;PE;Brasil
BOM JARDIM;PE;2343;RFB;RFB;04ª RF;PE;Brasil
BONITO;PE;2345;RFB;RFB;04ª RF;PE;Brasil
BREJINHO;PE;2349;RFB;RFB;04ª RF;PE;Brasil
BREJO DA MADRE DE DEUS;PE;2351;RFB;RFB;04ª RF;PE;Brasil
BREJAO;PE;2347;RFB;RFB;04ª RF;PE;Brasil
BUENOS AIRES;PE;2353;RFB;RFB;04ª RF;PE;Brasil
BUIQUE;PE;2355;RFB;RFB;04ª RF;PE;Brasil
CABO DE SANTO AGOSTINHO;PE;2357;RFB;RFB;04ª RF;PE;Brasil
CABROBO;PE;2359;RFB;RFB;04ª RF;PE;Brasil
CACHOEIRINHA;PE;2361;RFB;RFB;04ª RF;PE;Brasil
CAETES;PE;2363;RFB;RFB;04ª RF;PE;Brasil
CALUMBI;PE;2367;RFB;RFB;04ª RF;PE;Brasil
CALCADO;PE;2365;RFB;RFB;04ª RF;PE;Brasil
CAMARAGIBE;PE;2629;RFB;RFB;04ª RF;PE;Brasil
CAMOCIM DE SAO FELIX;PE;2369;RFB;RFB;04ª RF;PE;Brasil
CAMUTANGA;PE;2371;RFB;RFB;04ª RF;PE;Brasil
CANHOTINHO;PE;2373;RFB;RFB;04ª RF;PE;Brasil
CAPOEIRAS;PE;2375;RFB;RFB;04ª RF;PE;Brasil
CARNAUBEIRA DA PENHA;PE;2635;RFB;RFB;04ª RF;PE;Brasil
CARNAIBA;PE;2377;RFB;RFB;04ª RF;PE;Brasil
CARPINA;PE;2379;RFB;RFB;04ª RF;PE;Brasil
CARUARU;PE;2381;RFB;RFB;04ª RF;PE;Brasil
CASINHAS;PE;0546;RFB;RFB;04ª RF;PE;Brasil
CATENDE;PE;2383;RFB;RFB;04ª RF;PE;Brasil
CEDRO;PE;2385;RFB;RFB;04ª RF;PE;Brasil
CHA GRANDE;PE;2389;RFB;RFB;04ª RF;PE;Brasil
CHA DE ALEGRIA;PE;2387;RFB;RFB;04ª RF;PE;Brasil
CONDADO;PE;2391;RFB;RFB;04ª RF;PE;Brasil
CORRENTES;PE;2393;RFB;RFB;04ª RF;PE;Brasil
CORTES;PE;2395;RFB;RFB;04ª RF;PE;Brasil
CUMARU;PE;2397;RFB;RFB;04ª RF;PE;Brasil
CUPIRA;PE;2399;RFB;RFB;04ª RF;PE;Brasil
CUSTODIA;PE;2401;RFB;RFB;04ª RF;PE;Brasil
DORMENTES;PE;2299;RFB;RFB;04ª RF;PE;Brasil
ESCADA;PE;2403;RFB;RFB;04ª RF;PE;Brasil
EXU;PE;2405;RFB;RFB;04ª RF;PE;Brasil
FEIRA NOVA;PE;2407;RFB;RFB;04ª RF;PE;Brasil
FERNANDO DE NORONHA;PE;3001;RFB;RFB;04ª RF;PE;Brasil
FERREIROS;PE;2409;RFB;RFB;04ª RF;PE;Brasil
FLORES;PE;2411;RFB;RFB;04ª RF;PE;Brasil
FLORESTA;PE;2413;RFB;RFB;04ª RF;PE;Brasil
FREI MIGUELINHO;PE;2415;RFB;RFB;04ª RF;PE;Brasil
GAMELEIRA;PE;2417;RFB;RFB;04ª RF;PE;Brasil
GARANHUNS;PE;2419;RFB;RFB;04ª RF;PE;Brasil
GLORIA DO GOITA;PE;2421;RFB;RFB;04ª RF;PE;Brasil
GOIANA;PE;2423;RFB;RFB;04ª RF;PE;Brasil
GRANITO;PE;2425;RFB;RFB;04ª RF;PE;Brasil
GRAVATA;PE;2427;RFB;RFB;04ª RF;PE;Brasil
IATI;PE;2429;RFB;RFB;04ª RF;PE;Brasil
IBIMIRIM;PE;2431;RFB;RFB;04ª RF;PE;Brasil
IBIRAJUBA;PE;2433;RFB;RFB;04ª RF;PE;Brasil
IGARASSU;PE;2435;RFB;RFB;04ª RF;PE;Brasil
IGUARACI;PE;2437;RFB;RFB;04ª RF;PE;Brasil
ILHA DE ITAMARACA;PE;2451;RFB;RFB;04ª RF;PE;Brasil
INAJA;PE;2439;RFB;RFB;04ª RF;PE;Brasil
INGAZEIRA;PE;2441;RFB;RFB;04ª RF;PE;Brasil
IPOJUCA;PE;2443;RFB;RFB;04ª RF;PE;Brasil
IPUBI;PE;2445;RFB;RFB;04ª RF;PE;Brasil
ITACURUBA;PE;2447;RFB;RFB;04ª RF;PE;Brasil
ITAMBE;PE;2597;RFB;RFB;04ª RF;PE;Brasil
ITAPETIM;PE;2453;RFB;RFB;04ª RF;PE;Brasil
ITAPISSUMA;PE;2633;RFB;RFB;04ª RF;PE;Brasil
ITAQUITINGA;PE;2455;RFB;RFB;04ª RF;PE;Brasil
ITAIBA;PE;2449;RFB;RFB;04ª RF;PE;Brasil
JABOATAO DOS GUARARAPES;PE;2457;RFB;RFB;04ª RF;PE;Brasil
JAQUEIRA;PE;0548;RFB;RFB;04ª RF;PE;Brasil
JATAUBA;PE;2459;RFB;RFB;04ª RF;PE;Brasil
JATOBA;PE;0550;RFB;RFB;04ª RF;PE;Brasil
JOAQUIM NABUCO;PE;2463;RFB;RFB;04ª RF;PE;Brasil
JOAO ALFREDO;PE;2461;RFB;RFB;04ª RF;PE;Brasil
JUCATI;PE;2295;RFB;RFB;04ª RF;PE;Brasil
JUPI;PE;2465;RFB;RFB;04ª RF;PE;Brasil
JUREMA;PE;2467;RFB;RFB;04ª RF;PE;Brasil
LAGOA GRANDE;PE;0552;RFB;RFB;04ª RF;PE;Brasil
LAGOA DO CARRO;PE;2289;RFB;RFB;04ª RF;PE;Brasil
LAGOA DO ITAENGA;PE;2469;RFB;RFB;04ª RF;PE;Brasil
LAGOA DO OURO;PE;2471;RFB;RFB;04ª RF;PE;Brasil
LAGOA DOS GATOS;PE;2473;RFB;RFB;04ª RF;PE;Brasil
LAJEDO;PE;2475;RFB;RFB;04ª RF;PE;Brasil
LIMOEIRO;PE;2477;RFB;RFB;04ª RF;PE;Brasil
MACAPARANA;PE;2479;RFB;RFB;04ª RF;PE;Brasil
MACHADOS;PE;2481;RFB;RFB;04ª RF;PE;Brasil
MANARI;PE;0554;RFB;RFB;04ª RF;PE;Brasil
MARAIAL;PE;2483;RFB;RFB;04ª RF;PE;Brasil
MIRANDIBA;PE;2485;RFB;RFB;04ª RF;PE;Brasil
MOREILANDIA;PE;2585;RFB;RFB;04ª RF;PE;Brasil
MORENO;PE;2487;RFB;RFB;04ª RF;PE;Brasil
NAZARE DA MATA;PE;2489;RFB;RFB;04ª RF;PE;Brasil
OLINDA;PE;2491;RFB;RFB;04ª RF;PE;Brasil
OROBO;PE;2493;RFB;RFB;04ª RF;PE;Brasil
OROCO;PE;2495;RFB;RFB;04ª RF;PE;Brasil
OURICURI;PE;2497;RFB;RFB;04ª RF;PE;Brasil
PALMARES;PE;2499;RFB;RFB;04ª RF;PE;Brasil
PALMEIRINA;PE;2501;RFB;RFB;04ª RF;PE;Brasil
PANELAS;PE;2503;RFB;RFB;04ª RF;PE;Brasil
PARANATAMA;PE;2505;RFB;RFB;04ª RF;PE;Brasil
PARNAMIRIM;PE;2507;RFB;RFB;04ª RF;PE;Brasil
PASSIRA;PE;2509;RFB;RFB;04ª RF;PE;Brasil
PAUDALHO;PE;2511;RFB;RFB;04ª RF;PE;Brasil
PAULISTA;PE;2513;RFB;RFB;04ª RF;PE;Brasil
PEDRA;PE;2515;RFB;RFB;04ª RF;PE;Brasil
PESQUEIRA;PE;2517;RFB;RFB;04ª RF;PE;Brasil
PETROLINA;PE;2521;RFB;RFB;04ª RF;PE;Brasil
PETROLANDIA;PE;2519;RFB;RFB;04ª RF;PE;Brasil
POMBOS;PE;2525;RFB;RFB;04ª RF;PE;Brasil
POCAO;PE;2523;RFB;RFB;04ª RF;PE;Brasil
PRIMAVERA;PE;2527;RFB;RFB;04ª RF;PE;Brasil
QUIPAPA;PE;2529;RFB;RFB;04ª RF;PE;Brasil
QUIXABA;PE;2637;RFB;RFB;04ª RF;PE;Brasil
RECIFE;PE;2531;RFB;RFB;04ª RF;PE;Brasil
RIACHO DAS ALMAS;PE;2533;RFB;RFB;04ª RF;PE;Brasil
RIBEIRAO;PE;2535;RFB;RFB;04ª RF;PE;Brasil
RIO FORMOSO;PE;2537;RFB;RFB;04ª RF;PE;Brasil
SAIRE;PE;2539;RFB;RFB;04ª RF;PE;Brasil
SALGADINHO;PE;2541;RFB;RFB;04ª RF;PE;Brasil
SALGUEIRO;PE;2543;RFB;RFB;04ª RF;PE;Brasil
SALOA;PE;2545;RFB;RFB;04ª RF;PE;Brasil
SANHARO;PE;2547;RFB;RFB;04ª RF;PE;Brasil
SANTA CRUZ;PE;2297;RFB;RFB;04ª RF;PE;Brasil
SANTA CRUZ DA BAIXA VERDE;PE;2639;RFB;RFB;04ª RF;PE;Brasil
SANTA CRUZ DO CAPIBARIBE;PE;2549;RFB;RFB;04ª RF;PE;Brasil
SANTA FILOMENA;PE;0556;RFB;RFB;04ª RF;PE;Brasil
SANTA MARIA DA BOA VISTA;PE;2551;RFB;RFB;04ª RF;PE;Brasil
SANTA MARIA DO CAMBUCA;PE;2553;RFB;RFB;04ª RF;PE;Brasil
SANTA TEREZINHA;PE;2555;RFB;RFB;04ª RF;PE;Brasil
SERRA TALHADA;PE;2577;RFB;RFB;04ª RF;PE;Brasil
SERRITA;PE;2579;RFB;RFB;04ª RF;PE;Brasil
SERTANIA;PE;2581;RFB;RFB;04ª RF;PE;Brasil
SIRINHAEM;PE;2583;RFB;RFB;04ª RF;PE;Brasil
SOLIDAO;PE;2587;RFB;RFB;04ª RF;PE;Brasil
SURUBIM;PE;2589;RFB;RFB;04ª RF;PE;Brasil
SAO BENEDITO DO SUL;PE;2557;RFB;RFB;04ª RF;PE;Brasil
SAO BENTO DO UNA;PE;2559;RFB;RFB;04ª RF;PE;Brasil
SAO CAITANO;PE;2561;RFB;RFB;04ª RF;PE;Brasil
SAO JOAQUIM DO MONTE;PE;2565;RFB;RFB;04ª RF;PE;Brasil
SAO JOSE DA COROA GRANDE;PE;2567;RFB;RFB;04ª RF;PE;Brasil
SAO JOSE DO BELMONTE;PE;2569;RFB;RFB;04ª RF;PE;Brasil
SAO JOSE DO EGITO;PE;2571;RFB;RFB;04ª RF;PE;Brasil
SAO JOAO;PE;2563;RFB;RFB;04ª RF;PE;Brasil
SAO LOURENCO DA MATA;PE;2573;RFB;RFB;04ª RF;PE;Brasil
SAO VICENTE FERRER;PE;2575;RFB;RFB;04ª RF;PE;Brasil
TABIRA;PE;2591;RFB;RFB;04ª RF;PE;Brasil
TACAIMBO;PE;2593;RFB;RFB;04ª RF;PE;Brasil
TACARATU;PE;2595;RFB;RFB;04ª RF;PE;Brasil
TAMANDARE;PE;0558;RFB;RFB;04ª RF;PE;Brasil
TAQUARITINGA DO NORTE;PE;2599;RFB;RFB;04ª RF;PE;Brasil
TEREZINHA;PE;2601;RFB;RFB;04ª RF;PE;Brasil
TERRA NOVA;PE;2603;RFB;RFB;04ª RF;PE;Brasil
TIMBAUBA;PE;2605;RFB;RFB;04ª RF;PE;Brasil
TORITAMA;PE;2607;RFB;RFB;04ª RF;PE;Brasil
TRACUNHAEM;PE;2609;RFB;RFB;04ª RF;PE;Brasil
TRINDADE;PE;2611;RFB;RFB;04ª RF;PE;Brasil
TRIUNFO;PE;2613;RFB;RFB;04ª RF;PE;Brasil
TUPANATINGA;PE;2615;RFB;RFB;04ª RF;PE;Brasil
TUPARETAMA;PE;2617;RFB;RFB;04ª RF;PE;Brasil
VENTUROSA;PE;2619;RFB;RFB;04ª RF;PE;Brasil
VERDEJANTE;PE;2621;RFB;RFB;04ª RF;PE;Brasil
VERTENTE DO LERIO;PE;2291;RFB;RFB;04ª RF;PE;Brasil
VERTENTES;PE;2623;RFB;RFB;04ª RF;PE;Brasil
VICENCIA;PE;2625;RFB;RFB;04ª RF;PE;Brasil
VITORIA DE SANTO ANTAO;PE;2627;RFB;RFB;04ª RF;PE;Brasil
XEXEU;PE;2293;RFB;RFB;04ª RF;PE;Brasil
AGUA PRETA;PE;2307;RFB;RFB;04ª RF;PE;Brasil
AGUAS BELAS;PE;2309;RFB;RFB;04ª RF;PE;Brasil
ACARI;RN;1601;RFB;RFB;04ª RF;RN;Brasil
AFONSO BEZERRA;RN;1605;RFB;RFB;04ª RF;RN;Brasil
ALEXANDRIA;RN;1609;RFB;RFB;04ª RF;RN;Brasil
ALMINO AFONSO;RN;1611;RFB;RFB;04ª RF;RN;Brasil
ALTO DO RODRIGUES;RN;1613;RFB;RFB;04ª RF;RN;Brasil
ANGICOS;RN;1615;RFB;RFB;04ª RF;RN;Brasil
ANTONIO MARTINS;RN;1617;RFB;RFB;04ª RF;RN;Brasil
APODI;RN;1619;RFB;RFB;04ª RF;RN;Brasil
AREIA BRANCA;RN;1621;RFB;RFB;04ª RF;RN;Brasil
ARES;RN;1623;RFB;RFB;04ª RF;RN;Brasil
ASSU;RN;1603;RFB;RFB;04ª RF;RN;Brasil
BARAUNA;RN;3003;RFB;RFB;04ª RF;RN;Brasil
BARCELONA;RN;1629;RFB;RFB;04ª RF;RN;Brasil
BAIA FORMOSA;RN;1627;RFB;RFB;04ª RF;RN;Brasil
BENTO FERNANDES;RN;1631;RFB;RFB;04ª RF;RN;Brasil
BOA SAUDE;RN;1703;RFB;RFB;04ª RF;RN;Brasil
BODO;RN;0412;RFB;RFB;04ª RF;RN;Brasil
BOM JESUS;RN;1633;RFB;RFB;04ª RF;RN;Brasil
BREJINHO;RN;1635;RFB;RFB;04ª RF;RN;Brasil
CAICO;RN;1639;RFB;RFB;04ª RF;RN;Brasil
CAICARA DO NORTE;RN;0414;RFB;RFB;04ª RF;RN;Brasil
CAICARA DO RIO DO VENTO;RN;1637;RFB;RFB;04ª RF;RN;Brasil
CAMPO GRANDE;RN;1625;RFB;RFB;04ª RF;RN;Brasil
CAMPO REDONDO;RN;1641;RFB;RFB;04ª RF;RN;Brasil
CANGUARETAMA;RN;1643;RFB;RFB;04ª RF;RN;Brasil
CARAUBAS;RN;1645;RFB;RFB;04ª RF;RN;Brasil
CARNAUBAIS;RN;1649;RFB;RFB;04ª RF;RN;Brasil
CARNAUBA DOS DANTAS;RN;1647;RFB;RFB;04ª RF;RN;Brasil
CEARA-MIRIM;RN;1651;RFB;RFB;04ª RF;RN;Brasil
CERRO-CORA;RN;1653;RFB;RFB;04ª RF;RN;Brasil
CORONEL EZEQUIEL;RN;1655;RFB;RFB;04ª RF;RN;Brasil
CORONEL JOAO PESSOA;RN;1657;RFB;RFB;04ª RF;RN;Brasil
CRUZETA;RN;1659;RFB;RFB;04ª RF;RN;Brasil
CURRAIS NOVOS;RN;1661;RFB;RFB;04ª RF;RN;Brasil
DOUTOR SEVERIANO;RN;1663;RFB;RFB;04ª RF;RN;Brasil
ENCANTO;RN;1665;RFB;RFB;04ª RF;RN;Brasil
EQUADOR;RN;1667;RFB;RFB;04ª RF;RN;Brasil
ESPIRITO SANTO;RN;1669;RFB;RFB;04ª RF;RN;Brasil
EXTREMOZ;RN;1671;RFB;RFB;04ª RF;RN;Brasil
FELIPE GUERRA;RN;1673;RFB;RFB;04ª RF;RN;Brasil
FERNANDO PEDROZA;RN;0416;RFB;RFB;04ª RF;RN;Brasil
FLORANIA;RN;1675;RFB;RFB;04ª RF;RN;Brasil
FRANCISCO DANTAS;RN;1677;RFB;RFB;04ª RF;RN;Brasil
FRUTUOSO GOMES;RN;1751;RFB;RFB;04ª RF;RN;Brasil
GALINHOS;RN;1679;RFB;RFB;04ª RF;RN;Brasil
GOIANINHA;RN;1681;RFB;RFB;04ª RF;RN;Brasil
GOVERNADOR DIX-SEPT ROSADO;RN;1683;RFB;RFB;04ª RF;RN;Brasil
GROSSOS;RN;1685;RFB;RFB;04ª RF;RN;Brasil
GUAMARE;RN;1687;RFB;RFB;04ª RF;RN;Brasil
IELMO MARINHO;RN;1689;RFB;RFB;04ª RF;RN;Brasil
IPANGUACU;RN;1691;RFB;RFB;04ª RF;RN;Brasil
IPUEIRA;RN;1693;RFB;RFB;04ª RF;RN;Brasil
ITAJA;RN;0418;RFB;RFB;04ª RF;RN;Brasil
ITAU;RN;1695;RFB;RFB;04ª RF;RN;Brasil
JANDAIRA;RN;1699;RFB;RFB;04ª RF;RN;Brasil
JANDUIS;RN;1701;RFB;RFB;04ª RF;RN;Brasil
JAPI;RN;1705;RFB;RFB;04ª RF;RN;Brasil
JARDIM DE ANGICOS;RN;1707;RFB;RFB;04ª RF;RN;Brasil
JARDIM DE PIRANHAS;RN;1709;RFB;RFB;04ª RF;RN;Brasil
JARDIM DO SERIDO;RN;1711;RFB;RFB;04ª RF;RN;Brasil
JACANA;RN;1697;RFB;RFB;04ª RF;RN;Brasil
JOSE DA PENHA;RN;1717;RFB;RFB;04ª RF;RN;Brasil
JOAO CAMARA;RN;1713;RFB;RFB;04ª RF;RN;Brasil
JOAO DIAS;RN;1715;RFB;RFB;04ª RF;RN;Brasil
JUCURUTU;RN;1719;RFB;RFB;04ª RF;RN;Brasil
JUNDIA;RN;1108;RFB;RFB;04ª RF;RN;Brasil
LAGOA DANTA;RN;1723;RFB;RFB;04ª RF;RN;Brasil
LAGOA NOVA;RN;1729;RFB;RFB;04ª RF;RN;Brasil
LAGOA SALGADA;RN;1731;RFB;RFB;04ª RF;RN;Brasil
LAGOA DE PEDRAS;RN;1725;RFB;RFB;04ª RF;RN;Brasil
LAGOA DE VELHOS;RN;1727;RFB;RFB;04ª RF;RN;Brasil
LAJES;RN;1733;RFB;RFB;04ª RF;RN;Brasil
LAJES PINTADAS;RN;1735;RFB;RFB;04ª RF;RN;Brasil
LUCRECIA;RN;1737;RFB;RFB;04ª RF;RN;Brasil
LUIS GOMES;RN;1739;RFB;RFB;04ª RF;RN;Brasil
MACAU;RN;1743;RFB;RFB;04ª RF;RN;Brasil
MACAIBA;RN;1741;RFB;RFB;04ª RF;RN;Brasil
MAJOR SALES;RN;0420;RFB;RFB;04ª RF;RN;Brasil
MARCELINO VIEIRA;RN;1745;RFB;RFB;04ª RF;RN;Brasil
MARTINS;RN;1747;RFB;RFB;04ª RF;RN;Brasil
MAXARANGUAPE;RN;1749;RFB;RFB;04ª RF;RN;Brasil
MESSIAS TARGINO;RN;1721;RFB;RFB;04ª RF;RN;Brasil
MONTANHAS;RN;1753;RFB;RFB;04ª RF;RN;Brasil
MONTE ALEGRE;RN;1755;RFB;RFB;04ª RF;RN;Brasil
MONTE DAS GAMELEIRAS;RN;1757;RFB;RFB;04ª RF;RN;Brasil
MOSSORO;RN;1759;RFB;RFB;04ª RF;RN;Brasil
NATAL;RN;1761;RFB;RFB;04ª RF;RN;Brasil
NOVA CRUZ;RN;1765;RFB;RFB;04ª RF;RN;Brasil
NISIA FLORESTA;RN;1763;RFB;RFB;04ª RF;RN;Brasil
